filepath,family_label,instrument_label,source_file,duration_s,rms_db,fs,clip_index,_abs_path,split
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/percussion/drum/percussion_drum_percussion_drum_004_clip_028.wav,percussion,drum,percussion_drum_004,3,-37.5360381360355,16000,28,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/percussion/drum/percussion_drum_percussion_drum_004_clip_028.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/percussion/drum/percussion_drum_percussion_drum_004_clip_029.wav,percussion,drum,percussion_drum_004,3,-39.8452769476904,16000,29,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/percussion/drum/percussion_drum_percussion_drum_004_clip_029.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/percussion/drum/percussion_drum_percussion_drum_004_clip_030.wav,percussion,drum,percussion_drum_004,3,-36.1023678457658,16000,30,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/percussion/drum/percussion_drum_percussion_drum_004_clip_030.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/percussion/drum/percussion_drum_percussion_drum_004_clip_031.wav,percussion,drum,percussion_drum_004,3,-32.5404966748667,16000,31,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/percussion/drum/percussion_drum_percussion_drum_004_clip_031.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/percussion/drum/percussion_drum_percussion_drum_004_clip_032.wav,percussion,drum,percussion_drum_004,3,-26.7720687402842,16000,32,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/percussion/drum/percussion_drum_percussion_drum_004_clip_032.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_040.wav,winds,clarinet,winds_clarinet_001,3,-34.9662128591481,16000,40,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_040.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_041.wav,winds,clarinet,winds_clarinet_001,3,-30.8248509433459,16000,41,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_041.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_042.wav,winds,clarinet,winds_clarinet_001,3,-31.2893956830414,16000,42,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_042.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_043.wav,winds,clarinet,winds_clarinet_001,3,-31.9453834972976,16000,43,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_043.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_044.wav,winds,clarinet,winds_clarinet_001,3,-33.5197871497364,16000,44,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_044.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_045.wav,winds,clarinet,winds_clarinet_001,3,-34.6478443880366,16000,45,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_045.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_046.wav,winds,clarinet,winds_clarinet_001,3,-35.1745284900141,16000,46,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_046.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_047.wav,winds,clarinet,winds_clarinet_001,3,-32.3518435967628,16000,47,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_047.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_048.wav,winds,clarinet,winds_clarinet_001,3,-33.6072386463379,16000,48,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/clarinet/winds_clarinet_winds_clarinet_001_clip_048.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_032.wav,winds,flute,winds_flute_002,3,-17.9367678225961,16000,32,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_032.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_033.wav,winds,flute,winds_flute_002,3,-23.2030720197431,16000,33,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_033.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_034.wav,winds,flute,winds_flute_002,3,-33.5670488123769,16000,34,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_034.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_035.wav,winds,flute,winds_flute_002,3,-19.8987849878234,16000,35,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_035.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_036.wav,winds,flute,winds_flute_002,3,-19.7183174044351,16000,36,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_036.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_037.wav,winds,flute,winds_flute_002,3,-24.3676290761222,16000,37,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_037.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_038.wav,winds,flute,winds_flute_002,3,-16.6153276537231,16000,38,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_038.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_039.wav,winds,flute,winds_flute_002,3,-19.9006885266449,16000,39,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_039.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_040.wav,winds,flute,winds_flute_002,3,-22.8475270755081,16000,40,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/winds/flute/winds_flute_winds_flute_002_clip_040.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_001.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-35.616369606374,16000,1,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_001.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_002.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-33.495291528532,16000,2,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_002.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_003.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-32.6132912876231,16000,3,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_003.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_004.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.1923598477639,16000,4,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_004.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_005.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-30.5313440021651,16000,5,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_005.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_006.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-30.9735384450378,16000,6,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_006.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_007.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-30.5123702900129,16000,7,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_007.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_008.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.0891488270467,16000,8,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_008.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_009.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.1874152033787,16000,9,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_009.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_010.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.7281560465684,16000,10,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_010.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_011.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.5086727162856,16000,11,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_011.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_012.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.3051668471239,16000,12,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_012.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_013.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.2656217918131,16000,13,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_013.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_014.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-32.2074795133717,16000,14,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_014.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_015.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-32.6014112858552,16000,15,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_015.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_016.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.185778285997,16000,16,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_016.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_017.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-32.2569519217377,16000,17,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_017.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_018.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-31.4895645195361,16000,18,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_018.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_019.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-32.2045878537808,16000,19,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_019.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_020.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-32.1794042329626,16000,20,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_020.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_021.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-33.3726349813436,16000,21,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_021.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_022.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-33.4768803862581,16000,22,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_022.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_023.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-34.2764618038908,16000,23,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_023.wav,train
/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_024.wav,keyboards,harpsichord,keyboards_harpsichord_001,3,-33.5890061255297,16000,24,/Users/dghifari/02-University/SEM-2-2025/elec5305-project-520140154/Segmented/keyboards/harpsichord/keyboards_harpsichord_keyboards_harpsichord_001_clip_024.wav,train
